County,heart,medcare_full_cov_amt,Population,CrimeRatePer100K,state,Max AQI
2013_sc_abbeville,171.4888888888889,5487.0,1237,22392.885,sc,80
2014_sc_abbeville,169.10000000000002,5594.0,16099,1708.1807,sc,74
2010_sc_aiken,201.2909090909091,28450.0,101731,941.69916,sc,97
2011_sc_aiken,172.71818181818182,29443.0,2704,33431.953,sc,108
2012_sc_aiken,164.63636363636363,30475.0,29909,3022.5017,sc,93
2013_sc_aiken,170.02727272727273,31523.0,104368,854.6681,sc,80
2014_sc_aiken,176.20909090909092,32435.0,104958,804.1312,sc,87
2010_sc_anderson,245.6,35846.0,146703,684.3759,sc,126
2011_sc_anderson,244.5,36860.0,148379,695.51624,sc,150
2012_sc_anderson,238.9909090909091,38055.0,149153,651.0094,sc,161
2013_sc_anderson,259.56363636363636,39016.0,4222,21435.338,sc,80
2014_sc_anderson,248.8181818181818,39975.0,890,108202.24,sc,74
2010_sc_berkeley,156.19166666666666,21627.0,7885,12010.1455,sc,108
2011_sc_berkeley,151.85833333333332,22981.0,7977,11420.333,sc,90
2012_sc_berkeley,141.16666666666666,24567.0,106317,846.525,sc,80
2013_sc_berkeley,139.80833333333334,25917.0,111567,812.9644,sc,71
2014_sc_berkeley,130.475,27356.0,9471,10062.295,sc,87
2010_sc_charleston,219.71666666666667,49417.0,97471,1628.1765,sc,112
2011_sc_charleston,230.88333333333333,51703.0,82237,1868.9884,sc,153
2012_sc_charleston,223.38333333333333,54133.0,100675,1453.1909,sc,134
2013_sc_charleston,214.77499999999998,56449.0,73198,2098.418,sc,84
2014_sc_charleston,195.17499999999998,58796.0,76702,2002.5553,sc,80
2010_sc_cherokee,150.84,10246.0,41080,1241.48,sc,126
2011_sc_cherokee,122.45,10554.0,1870,26951.871,sc,159
2012_sc_cherokee,123.21,10887.0,12574,4445.6816,sc,122
2013_sc_cherokee,127.12,11130.0,12675,2998.0276,sc,101
2014_sc_cherokee,140.20999999999998,11348.0,12682,4352.626,sc,105
2010_sc_chesterfield,252.0,8058.0,5851,11228.85,sc,126
2011_sc_chesterfield,223.14000000000001,8267.0,5919,9917.216,sc,108
2012_sc_chesterfield,205.59,8543.0,36035,1706.6742,sc,151
2013_sc_chesterfield,200.04000000000002,8789.0,2716,21428.572,sc,80
2014_sc_chesterfield,178.76,8934.0,5834,9324.649,sc,78
2010_sc_colleton,379.64,7543.0,32318,1581.1622,sc,108
2011_sc_colleton,428.33000000000004,7794.0,32694,1419.2207,sc,160
2012_sc_colleton,389.49,8054.0,32386,1593.281,sc,72
2013_sc_colleton,423.16,8262.0,31647,1598.8877,sc,100
2014_sc_colleton,420.03000000000003,8476.0,5287,9041.044,sc,152
2010_sc_darlington,183.70999999999998,12402.0,7764,10059.248,sc,112
2011_sc_darlington,177.48,12872.0,53694,1422.8778,sc,122
2012_sc_darlington,166.94,13223.0,53286,1428.1425,sc,147
2013_sc_darlington,170.32,13525.0,52667,1433.5352,sc,93
2014_sc_darlington,167.45999999999998,13800.0,7914,7568.865,sc,97
2010_sc_edgefield,356.03999999999996,3923.0,4750,5368.4214,sc,97
2011_sc_edgefield,312.2,4038.0,19979,1446.5189,sc,107
2012_sc_edgefield,285.69,4276.0,19685,1386.8428,sc,80
2013_sc_edgefield,263.68,4489.0,2286,11286.09,sc,75
2014_sc_edgefield,271.98,4577.0,19263,1178.425,sc,68
2010_sc_florence,221.48000000000002,22763.0,37056,2763.3853,sc,89
2011_sc_florence,228.88000000000002,23366.0,1497,65263.863,sc,88
2012_sc_florence,228.45,24135.0,1505,60664.45,sc,78
2013_sc_florence,236.35,24735.0,89570,959.0264,sc,74
2014_sc_florence,234.15,25443.0,37951,2250.2703,sc,83
2010_sc_georgetown,312.39,14262.0,48054,1302.7012,sc,85
2011_sc_georgetown,316.1,14939.0,9270,6558.7915,sc,79
2012_sc_georgetown,314.68,15556.0,9225,5214.0923,sc,47
2013_sc_georgetown,317.82,16142.0,9072,5291.0054,sc,53
2014_sc_georgetown,281.11,16668.0,48768,1047.8182,sc,53
2010_sc_greenville,170.79999999999998,68928.0,322389,555.54004,sc,122
2011_sc_greenville,175.16666666666666,71639.0,23156,7868.371,sc,145
2012_sc_greenville,172.07500000000002,74373.0,26249,6918.359,sc,112
2013_sc_greenville,171.8166666666667,77240.0,339043,523.8274,sc,93
2014_sc_greenville,179.975,79886.0,343534,532.1162,sc,97
2010_sc_horry,162.66666666666666,53628.0,13752,10318.499,sc,101
2011_sc_horry,146.04999999999998,56723.0,27425,5137.648,sc,90
2010_sc_lexington,127.3,36532.0,12371,12254.466,sc,89
2011_sc_lexington,112.45833333333333,38145.0,15163,10077.161,sc,95
2012_sc_lexington,116.39999999999999,39978.0,201195,705.28595,sc,91
2013_sc_lexington,129.60833333333332,41735.0,5408,25758.135,sc,80
2014_sc_lexington,130.78333333333333,43477.0,19998,6950.695,sc,70
2010_sc_oconee,238.51999999999998,17034.0,8102,8936.065,sc,119
2011_sc_oconee,237.39000000000001,17580.0,8196,8760.371,sc,110
2012_sc_oconee,253.26,18110.0,59743,1148.2517,sc,97
2013_sc_oconee,270.74,18650.0,4243,18076.832,sc,67
2014_sc_oconee,268.52,19114.0,2469,29809.639,sc,90
2010_sc_pickens,262.46999999999997,20376.0,19993,4641.6245,sc,129
2011_sc_pickens,286.31,20916.0,74709,1248.8456,sc,140
2012_sc_pickens,276.49,21628.0,20249,4632.3276,sc,100
2013_sc_pickens,293.4,22269.0,20115,4792.4434,sc,97
2014_sc_pickens,280.38,22789.0,5185,18669.238,sc,90
2010_sc_richland,160.375,44379.0,11097,8966.387,sc,136
2011_sc_richland,177.23333333333335,46126.0,10482,9139.478,sc,150
2012_sc_richland,185.39999999999998,48225.0,131833,709.23065,sc,119
2013_sc_richland,218.0583333333333,50365.0,248707,361.8716,sc,97
2014_sc_richland,219.53333333333333,52430.0,252781,361.57782,sc,93
2010_sc_spartanburg,208.53333333333333,49751.0,37013,3566.3147,sc,140
2011_sc_spartanburg,198.225,51303.0,3218,43691.734,sc,156
2012_sc_spartanburg,194.36666666666667,52825.0,221167,563.82733,sc,93
2013_sc_spartanburg,189.30000000000004,54218.0,3253,37011.99,sc,105
2014_sc_spartanburg,213.17499999999998,55630.0,3290,37203.65,sc,116
2010_sc_york,212.70833333333334,30192.0,7736,14322.647,sc,97
2011_sc_york,211.09166666666667,31701.0,7826,13825.709,sc,97
2012_sc_york,220.40833333333333,33495.0,5245,21963.775,sc,143
2013_sc_york,248.35833333333335,35006.0,68617,1627.8765,sc,87
2014_sc_york,274.625,36614.0,69754,1581.2714,sc,100
2013_sd_brown,232.075,6476.0,22741,980.6077,sd,75
2014_sd_brown,240.7625,6604.0,23145,989.41455,sd,83
2013_sd_custer,240.6875,1946.0,4106,1802.2407,sd,74
2014_sd_custer,211.6,2045.0,4257,1738.3134,sd,100
2010_sd_minnehaha,145.01666666666668,23780.0,2389,753.4533,sd,122
2011_sd_minnehaha,180.975,24642.0,2418,537.6344,sd,105
2012_sd_minnehaha,159.06666666666666,25468.0,2386,838.223,sd,170
2013_sd_minnehaha,152.81666666666666,26560.0,2325,946.2366,sd,99
2014_sd_minnehaha,178.57500000000002,27539.0,2323,1205.3379,sd,105
2010_sd_pennington,179.95,16467.0,3551,4900.0283,sd,92
2011_sd_pennington,210.24,17142.0,2369,8442.381,sd,94
2012_sd_pennington,232.62999999999997,17966.0,2363,8633.094,sd,79
2013_sd_pennington,244.91,18750.0,4165,4225.6904,sd,94
2014_sd_pennington,240.82,19588.0,4097,3490.359,sd,89
2010_tn_anderson,245.0,15453.0,9841,8901.534,tn,126
2011_tn_anderson,241.0888888888889,15665.0,9930,8811.682,tn,122
2012_tn_anderson,249.55555555555554,16062.0,29593,2956.7803,tn,161
2013_tn_anderson,232.88888888888889,16459.0,33731,1915.1522,tn,77
2014_tn_anderson,260.29999999999995,16712.0,9924,5542.12,tn,87
2010_tn_blount,179.89999999999998,23355.0,86648,805.5581,tn,147
2011_tn_blount,157.5111111111111,24175.0,8525,7882.6978,tn,154
2012_tn_blount,161.82222222222222,25174.0,88008,726.0704,tn,126
2013_tn_blount,152.89999999999998,26172.0,8605,7007.553,tn,105
2014_tn_blount,134.73333333333332,26909.0,8689,5581.77,tn,97
2010_tn_bradley,162.17777777777778,17905.0,57027,1011.8014,tn,49
2011_tn_bradley,150.6888888888889,18628.0,41657,1380.3203,tn,40
2012_tn_bradley,146.94444444444446,19285.0,58150,940.6707,tn,35
2010_tn_claiborne,172.725,7348.0,3037,17056.307,tn,112
2011_tn_claiborne,166.15,7546.0,26704,1902.3368,tn,93
2012_tn_claiborne,156.925,7709.0,26644,1876.5951,tn,129
2013_tn_claiborne,148.8,7803.0,2974,15803.632,tn,80
2014_tn_claiborne,144.3125,7978.0,26335,1765.711,tn,90
2012_tn_dekalb,223.15,3908.0,981,34148.83,tn,172
2013_tn_dekalb,237.675,4034.0,13408,2461.217,tn,97
2014_tn_dekalb,226.1,4163.0,4686,7298.3354,tn,84
2013_tn_dyer,359.29999999999995,7942.0,17294,2931.6526,tn,66
2014_tn_dyer,328.09999999999997,8038.0,17353,2910.1597,tn,80
2010_tn_hamilton,222.775,56151.0,167674,908.90656,tn,157
2011_tn_hamilton,217.74166666666667,57855.0,106730,1427.9022,tn,129
2012_tn_hamilton,207.17499999999998,59621.0,21435,7217.168,tn,161
2013_tn_hamilton,205.21666666666667,61346.0,9468,15652.726,tn,101
2014_tn_hamilton,208.49166666666667,62932.0,11872,12685.31,tn,105
2010_tn_jefferson,212.70000000000002,10462.0,8047,8114.825,tn,140
2011_tn_jefferson,207.9,10882.0,36860,1766.1422,tn,147
2012_tn_jefferson,195.4125,11366.0,8149,7841.453,tn,206
2013_tn_jefferson,169.725,11664.0,37320,1752.4116,tn,101
2014_tn_jefferson,167.275,11989.0,37237,1681.1237,tn,93
2010_tn_knox,278.625,66106.0,253352,291.68906,tn,133
2011_tn_knox,282.25,68198.0,255637,287.51706,tn,119
2012_tn_knox,283.025,70534.0,182254,390.1149,tn,217
2013_tn_knox,253.15833333333333,72622.0,261228,271.41043,tn,87
2014_tn_knox,272.89166666666665,74922.0,184362,389.45117,tn,84
2010_tn_lawrence,219.3125,8797.0,28480,1969.8033,tn,72
2011_tn_lawrence,228.65,8995.0,10522,5236.647,tn,115
2012_tn_lawrence,225.5125,9268.0,10576,5181.543,tn,65
2013_tn_lawrence,238.075,9478.0,10445,5131.6416,tn,64
2014_tn_lawrence,238.2,9640.0,28689,1805.5702,tn,74
2010_tn_loudon,209.3,11800.0,8642,5878.269,tn,133
2011_tn_loudon,183.35714285714286,12339.0,5430,9244.936,tn,147
2012_tn_loudon,214.6,12937.0,5499,8274.231,tn,177
2013_tn_loudon,205.4,13280.0,8945,5064.2817,tn,80
2014_tn_loudon,209.5142857142857,13670.0,36177,1288.1112,tn,101
2010_tn_madison,296.16,15728.0,65211,837.2821,tn,29
2011_tn_madison,273.47999999999996,16155.0,65799,820.68115,tn,33
2013_tn_madison,273.79,17082.0,67371,791.1416,tn,68
2014_tn_madison,265.8,17644.0,67869,786.8099,tn,79
2013_tn_maury,226.4909090909091,14928.0,4583,14946.541,tn,59
2014_tn_maury,215.4909090909091,15599.0,35760,1935.123,tn,70
2010_tn_mcminn,154.35555555555555,10957.0,32577,2004.4817,tn,52
2011_tn_mcminn,169.7888888888889,11294.0,32872,2144.6824,tn,51
2012_tn_mcminn,180.13333333333333,11669.0,1552,43041.24,tn,44
2013_tn_mcminn,191.45555555555555,11904.0,13504,5013.3296,tn,65
2014_tn_mcminn,169.0111111111111,12060.0,13640,5205.2783,tn,84
2010_tn_montgomery,314.90833333333336,16925.0,39402,1418.7097,tn,96
2011_tn_montgomery,299.90833333333336,17480.0,134128,427.94943,tn,82
2012_tn_montgomery,313.64166666666665,18306.0,40722,1385.0007,tn,75
2013_tn_montgomery,315.05833333333334,19150.0,145599,401.78848,tn,77
2014_tn_montgomery,327.425,20088.0,144639,405.1466,tn,83
2013_tn_putnam,279.1625,14433.0,31174,2165.2659,tn,66
2014_tn_putnam,253.225,14681.0,1397,50894.773,tn,83
2010_tn_roane,181.46666666666664,12165.0,5562,10338.008,tn,96
2011_tn_roane,196.86666666666667,12485.0,6407,9052.599,tn,163
2012_tn_roane,211.7888888888889,12837.0,32371,1918.3837,tn,88
2013_tn_roane,198.63333333333333,13124.0,5475,11872.146,tn,121
2014_tn_roane,211.41111111111113,13308.0,6234,10555.0205,tn,83
2010_tn_rutherford,232.25833333333333,25649.0,80683,1077.0547,tn,122
2011_tn_rutherford,222.91666666666666,27209.0,81411,1098.1317,tn,100
2012_tn_rutherford,210.0666666666667,28863.0,112247,834.76624,tn,105
2010_tn_sevier,275.4375,16979.0,14807,5936.382,tn,147
2011_tn_sevier,246.15,17669.0,5928,14220.647,tn,151
2012_tn_sevier,260.2125,18476.0,15161,5712.024,tn,154
2013_tn_sevier,262.775,19289.0,15883,5326.4497,tn,100
2014_tn_sevier,270.35,19977.0,16321,5103.854,tn,97
2010_tn_shelby,261.11333333333334,109730.0,43965,3680.2002,tn,136
2011_tn_shelby,237.08666666666667,112699.0,55106,2883.5337,tn,174
2012_tn_shelby,241.08666666666667,116542.0,39484,4168.7773,tn,220
2013_tn_shelby,261.88666666666666,120071.0,10500,15352.38,tn,122
2014_tn_shelby,237.52,124262.0,58529,2684.1394,tn,136
2010_tn_sullivan,204.2111111111111,36101.0,48205,1798.5687,tn,133
2011_tn_sullivan,214.54444444444445,36963.0,83416,1044.1642,tn,126
2012_tn_sullivan,209.5111111111111,37930.0,27024,3293.369,tn,187
2013_tn_sullivan,211.76666666666668,38415.0,1748,48798.625,tn,101
2014_tn_sullivan,202.52222222222224,39155.0,26603,3292.8616,tn,90
2010_tn_sumner,205.44545454545457,23446.0,51372,2672.662,tn,156
2011_tn_sumner,202.21818181818182,24623.0,6498,21960.604,tn,151
2012_tn_sumner,191.8909090909091,25723.0,31093,4447.9463,tn,179
2013_tn_sumner,182.84545454545454,26891.0,10679,12828.916,tn,100
2014_tn_sumner,182.02727272727273,28057.0,32756,3880.205,tn,122
2010_tn_williamson,223.16666666666666,18628.0,62487,1528.3179,tn,126
2011_tn_williamson,211.92499999999998,19684.0,48473,2007.303,tn,129
2012_tn_williamson,213.79999999999998,21125.0,29981,3462.1929,tn,136
2013_tn_williamson,203.90833333333333,22502.0,31807,3254.0007,tn,87
2014_tn_williamson,195.025,23931.0,52179,2123.4597,tn,105
2010_tn_wilson,221.26999999999998,16213.0,62655,1085.3085,tn,126
2011_tn_wilson,206.28000000000003,17195.0,23885,2884.6555,tn,133
2012_tn_wilson,195.20999999999998,18411.0,64646,1079.7264,tn,187
2013_tn_wilson,216.96999999999997,19442.0,28208,2361.0325,tn,77
2014_tn_wilson,226.45,20439.0,29104,2302.089,tn,87
2010_tx_bell,233.0,30660.0,57975,2018.1112,tx,115
2011_tx_bell,219.28461538461536,32206.0,27262,4310.029,tx,136
2012_tx_bell,233.21538461538464,33871.0,68194,1764.0847,tx,154
2013_tx_bell,263.0769230769231,35672.0,28125,4263.1113,tx,115
2014_tx_bell,269.59230769230766,37374.0,1741,65824.24,tx,112
2010_tx_bexar,283.2066666666667,204921.0,7341,31181.037,tx,154
2011_tx_bexar,230.52307692307693,213365.0,1355339,163.6491,tx,154
2012_tx_bexar,282.4933333333333,222596.0,5774,36439.21,tx,161
2013_tx_bexar,322.82,231296.0,20115,10275.914,tx,154
2014_tx_bexar,308.1266666666667,239504.0,294014,725.47565,tx,136
2010_tx_bowie,310.1545454545454,15683.0,36411,1977.4243,tx,70
2011_tx_bowie,384.29090909090905,15968.0,39498,2048.205,tx,76
2012_tx_bowie,408.5,16432.0,39379,1990.9089,tx,77
2013_tx_bowie,430.43636363636364,16631.0,38804,1981.7544,tx,94
2014_tx_bowie,423.27272727272725,16933.0,5487,15764.534,tx,72
2010_tx_brazoria,191.77692307692308,32659.0,91252,2327.62,tx,172
2011_tx_brazoria,180.5153846153846,34219.0,11447,18511.4,tx,203
2012_tx_brazoria,194.73846153846154,35759.0,19569,10792.58,tx,233
2013_tx_brazoria,228.39999999999998,37338.0,3907,49961.61,tx,172
2014_tx_brazoria,226.63846153846154,38787.0,11305,18372.402,tx,174
2010_tx_cameron,169.1,45940.0,7302,23294.988,tx,105
2011_tx_cameron,182.92222222222222,47418.0,178706,932.8171,tx,104
2012_tx_cameron,171.25,49269.0,2996,56642.188,tx,85
2013_tx_cameron,159.32999999999998,51039.0,24555,6658.522,tx,95
2014_tx_cameron,193.07777777777775,52796.0,2412,63805.97,tx,99
2010_tx_collin,189.67333333333332,61804.0,116989,1721.5293,tx,154
2011_tx_collin,170.96666666666667,66435.0,6950,28834.533,tx,174
2012_tx_collin,169.58666666666667,71763.0,6350,33826.77,tx,159
2013_tx_collin,168.54,76749.0,62121,3074.6448,tx,140
2014_tx_collin,177.69333333333333,81681.0,13916,14048.578,tx,143
2010_tx_dallas,278.0133333333333,228446.0,56199,7923.6284,tx,150
2011_tx_dallas,285.56666666666666,236596.0,29218,15928.537,tx,182
2012_tx_dallas,281.1666666666667,245476.0,46633,9772.05,tx,197
2013_tx_dallas,295.53999999999996,253774.0,21986,20181.023,tx,154
2014_tx_dallas,309.85999999999996,261466.0,58474,7413.5513,tx,106
2010_tx_denton,187.39333333333332,49057.0,15056,17122.74,tx,143
2011_tx_denton,177.28,52749.0,97295,2644.5347,tx,192
2012_tx_denton,175.4466666666667,57097.0,1815,144958.67,tx,174
2013_tx_denton,172.00666666666666,61656.0,127459,1976.3218,tx,161
2014_tx_denton,179.24666666666664,66044.0,128577,1913.2504,tx,156
2010_tx_ector,425.625,16344.0,38860,1304.6835,tx,68
2011_tx_ector,439.09999999999997,16554.0,102043,474.3098,tx,130
2012_tx_ector,451.3,16624.0,40313,1155.9547,tx,79
2013_tx_ector,477.05,16707.0,41066,1193.2012,tx,112
2014_tx_ector,394.97499999999997,16776.0,113619,448.86862,tx,87
2010_tx_el paso,292.3,94123.0,926,92872.57,tx,191
2011_tx_el paso,277.65999999999997,97301.0,662780,137.45134,tx,186
2012_tx_el paso,277.28,100629.0,100673,881.0704,tx,643
2013_tx_el paso,282.68666666666667,103909.0,679700,130.49875,tx,168
2014_tx_el paso,303.0933333333333,106988.0,5365,16738.117,tx,158
2010_tx_ellis,312.3833333333333,17147.0,18513,6157.835,tx,115
2011_tx_ellis,312.7416666666667,18019.0,2042,56023.508,tx,174
2012_tx_ellis,325.5333333333333,18933.0,18693,5670.572,tx,201
2013_tx_ellis,318.8,19918.0,18679,5380.374,tx,150
2014_tx_ellis,342.7583333333334,20932.0,20348,5027.521,tx,97
2010_tx_fayette,248.67777777777778,5423.0,15678,2181.4006,tx,76
2011_tx_fayette,259.1222222222222,5574.0,16008,1892.8036,tx,92
2012_tx_fayette,281.4777777777778,5731.0,16027,1946.7148,tx,74
2013_tx_fayette,327.4222222222222,5850.0,15929,1851.9681,tx,86
2014_tx_fayette,337.8333333333333,5951.0,2904,10709.366,tx,88
2010_tx_galveston,241.52307692307693,36288.0,47743,4695.9766,tx,164
2011_tx_galveston,211.19230769230768,37853.0,85318,2659.4622,tx,207
2012_tx_galveston,215.16153846153844,39833.0,19251,11609.787,tx,150
2013_tx_galveston,227.64615384615385,41701.0,7250,29186.207,tx,112
2014_tx_galveston,209.59230769230768,43585.0,38012,5706.093,tx,119
2010_tx_gregg,199.29090909090908,19830.0,6441,13771.154,tx,133
2011_tx_gregg,230.4,20051.0,13248,7057.669,tx,159
2012_tx_gregg,234.71818181818182,20430.0,13306,6440.7036,tx,143
2013_tx_gregg,260.7,20777.0,22946,3978.907,tx,129
2014_tx_gregg,265.56363636363636,21055.0,81659,1167.0483,tx,115
2010_tx_harris,247.6533333333333,352611.0,1564041,232.85835,tx,179
2011_tx_harris,234.84,368525.0,14399,25585.11,tx,190
2012_tx_harris,266.52666666666664,386891.0,74420,5040.312,tx,217
2013_tx_harris,268.0733333333333,402953.0,153195,2425.6667,tx,197
2014_tx_harris,264.9266666666667,418435.0,15588,23697.717,tx,151
2010_tx_harrison,320.55454545454546,10207.0,23523,1793.9888,tx,126
2011_tx_harrison,317.6818181818182,10427.0,24018,1727.8708,tx,195
2012_tx_harrison,324.8909090909091,10739.0,24109,1684.0184,tx,133
2013_tx_harrison,367.22727272727275,11100.0,25169,1764.075,tx,108
2014_tx_harrison,346.96363636363634,11388.0,37077,1278.4205,tx,101
2010_tx_hays,258.48181818181814,14890.0,28016,1898.9149,tx,133
2011_tx_hays,230.5090909090909,15974.0,78520,823.9939,tx,151
2010_tx_hidalgo,124.75999999999999,74667.0,1957,150945.33,tx,90
2011_tx_hidalgo,116.2909090909091,77813.0,78679,3812.9617,tx,101
2012_tx_hidalgo,130.63636363636363,80994.0,16417,18127.55,tx,84
2013_tx_hidalgo,124.60909090909091,83733.0,35588,7820.052,tx,106
2014_tx_hidalgo,124.47272727272728,86674.0,37458,7483.048,tx,88
2010_tx_hood,180.16666666666666,11586.0,7978,5703.1836,tx,133
2011_tx_hood,176.6888888888889,12002.0,43418,955.82477,tx,140
2012_tx_hood,199.3375,12520.0,43576,851.38605,tx,140
2013_tx_hood,185.9888888888889,12995.0,8464,4194.2344,tx,169
2014_tx_hood,211.44444444444446,13532.0,8973,3934.0242,tx,164
2010_tx_hunt,229.75454545454542,13915.0,483,163354.05,tx,126
2011_tx_hunt,235.1909090909091,14246.0,1366,50000.0,tx,143
2012_tx_hunt,233.1727272727273,14640.0,46907,1362.27,tx,174
2013_tx_hunt,221.64545454545453,15050.0,25895,2386.561,tx,115
2014_tx_hunt,244.3090909090909,15458.0,47425,1288.35,tx,80
2010_tx_jefferson,236.83076923076922,38027.0,17547,5567.9033,tx,164
2011_tx_jefferson,239.01538461538465,38375.0,34136,2645.301,tx,185
2012_tx_jefferson,264.0615384615385,38931.0,33985,2718.8464,tx,207
2013_tx_jefferson,316.6461538461538,39504.0,12773,7641.118,tx,122
2014_tx_jefferson,324.5769230769231,39994.0,54178,1823.6184,tx,133
2010_tx_johnson,261.1,20630.0,3785,23698.81,tx,140
2011_tx_johnson,271.36,21549.0,75550,1163.4679,tx,161
2012_tx_johnson,266.46,22567.0,37774,2623.4978,tx,203
2013_tx_johnson,256.83,23531.0,1035,94202.9,tx,143
2014_tx_johnson,257.06,24445.0,72466,1298.54,tx,129
2010_tx_kaufman,309.72727272727275,13101.0,15816,5633.5356,tx,93
2011_tx_kaufman,333.8363636363636,13608.0,63280,1396.966,tx,136
2012_tx_kaufman,359.96363636363634,14281.0,6934,11955.581,tx,151
2013_tx_kaufman,329.8727272727273,14990.0,16257,4828.6895,tx,133
2014_tx_kaufman,303.43636363636364,15590.0,6971,9883.805,tx,84
2010_tx_kleberg,238.6,4256.0,5848,6002.0522,tx,91
2011_tx_kleberg,245.53000000000003,4321.0,26765,1359.985,tx,109
2012_tx_kleberg,245.25,4388.0,5962,5350.5537,tx,88
2013_tx_kleberg,260.92,4472.0,26198,1087.8694,tx,107
2014_tx_kleberg,301.73,4535.0,26329,983.70624,tx,99
2010_tx_lubbock,212.4923076923077,35147.0,229573,332.79175,tx,72
2011_tx_lubbock,216.53076923076924,35954.0,32822,2294.1929,tx,136
2012_tx_lubbock,229.22307692307692,37097.0,33227,2163.9028,tx,113
2013_tx_lubbock,246.86153846153846,38043.0,6112,10471.204,tx,165
2014_tx_lubbock,250.21538461538464,38904.0,241826,267.54773,tx,100
2010_tx_mclennan,208.2923076923077,32757.0,124805,1281.1987,tx,115
2011_tx_mclennan,232.44615384615386,33495.0,10109,15590.068,tx,147
2012_tx_mclennan,258.0153846153846,34486.0,10840,13902.214,tx,154
2013_tx_mclennan,297.9307692307692,35340.0,1018,153831.05,tx,115
2014_tx_mclennan,302.7769230769231,36169.0,129944,1203.5953,tx,105
2010_tx_montgomery,159.56428571428572,51637.0,1393,90308.69,tx,143
2011_tx_montgomery,163.37142857142857,54718.0,1309,91443.85,tx,164
2012_tx_montgomery,166.67857142857142,58025.0,395820,309.73676,tx,150
2013_tx_montgomery,188.92857142857142,61130.0,409688,280.70142,tx,150
2014_tx_montgomery,209.5,64439.0,2669,44061.445,tx,133
2010_tx_navarro,274.59999999999997,8252.0,22392,2273.1333,tx,105
2011_tx_navarro,277.77272727272725,8433.0,1606,31070.984,tx,147
2012_tx_navarro,279.3181818181818,8642.0,22882,2062.7568,tx,159
2013_tx_navarro,292.7090909090909,8838.0,22747,1877.1707,tx,126
2014_tx_navarro,300.1272727272727,9085.0,22922,1871.5645,tx,93
2010_tx_nueces,269.2846153846154,45775.0,305215,319.7746,tx,126
2011_tx_nueces,276.90000000000003,47145.0,311637,281.09628,tx,154
2012_tx_nueces,268.36923076923074,48759.0,16546,5747.613,tx,147
2013_tx_nueces,291.65384615384613,50007.0,314523,282.01434,tx,100
2014_tx_nueces,329.90769230769234,51138.0,3854,24416.19,tx,105
2010_tx_orange,282.8181818181818,14512.0,7840,9732.143,tx,136
2011_tx_orange,267.40000000000003,14756.0,39593,2081.1758,tx,154
2012_tx_orange,277.6636363636364,15134.0,3523,23020.152,tx,147
2013_tx_orange,300.1727272727273,15423.0,19057,4003.778,tx,129
2014_tx_orange,305.8636363636364,15663.0,10954,6582.0703,tx,129
2010_tx_parker,234.53000000000003,15791.0,25250,2685.1484,tx,164
2011_tx_parker,239.06,16500.0,1697,39186.8,tx,182
2012_tx_parker,224.7,17525.0,1702,39189.19,tx,166
2013_tx_parker,213.58,18347.0,26702,2276.983,tx,140
2014_tx_parker,231.3,19202.0,2737,20423.822,tx,126
2010_tx_polk,186.57999999999998,15978.0,36719,1130.2051,tx,150
2011_tx_polk,221.18,16132.0,1629,26826.273,tx,129
2012_tx_polk,233.19,16371.0,37527,1422.9755,tx,119
2013_tx_polk,263.65999999999997,16630.0,5207,8930.286,tx,101
2014_tx_polk,316.83000000000004,16710.0,5168,8862.2295,tx,112
2010_tx_potter,316.1923076923077,15224.0,190695,274.78436,tx,60
2011_tx_potter,323.1,15562.0,194708,272.20245,tx,88
2012_tx_potter,307.4153846153846,15803.0,196576,269.6158,tx,70
2013_tx_potter,321.8692307692308,15966.0,16091,2877.3848,tx,73
2014_tx_potter,323.16923076923075,16172.0,197724,246.80869,tx,120
2010_tx_randall,228.7888888888889,16088.0,22213,1539.6389,tx,84
2011_tx_randall,204.82222222222222,16557.0,22680,1468.254,tx,140
2012_tx_randall,197.54444444444445,17058.0,23034,1371.885,tx,136
2013_tx_randall,212.33333333333334,17642.0,23392,1312.4144,tx,122
2014_tx_randall,217.7875,18102.0,23524,1275.2933,tx,93
2010_tx_rockwall,180.27,8064.0,9349,5872.2856,tx,150
2011_tx_rockwall,188.95999999999998,8656.0,9546,5049.2354,tx,164
2012_tx_rockwall,186.38,9280.0,18609,2085.0125,tx,204
2013_tx_rockwall,169.57,9880.0,19500,1138.4615,tx,119
2014_tx_rockwall,186.21,10565.0,20677,1267.1084,tx,105
2010_tx_smith,124.42500000000001,34587.0,7660,12010.444,tx,115
2011_tx_smith,133.01666666666668,35582.0,990,94141.414,tx,150
2012_tx_smith,140.1727272727273,36515.0,1003,91026.92,tx,147
2013_tx_smith,134.725,37489.0,2638,28695.982,tx,126
2014_tx_smith,128.79999999999998,38352.0,5450,13284.403,tx,100
2010_tx_tarrant,273.4866666666667,176500.0,10947,44021.19,tx,172
2011_tx_tarrant,258.2733333333333,184537.0,7965,62021.344,tx,195
2012_tx_tarrant,265.6666666666667,194040.0,13328,35556.723,tx,205
2013_tx_tarrant,269.8,202564.0,1357,343036.1,tx,187
2014_tx_tarrant,281.85333333333335,211431.0,8044,57670.312,tx,156
2010_tx_travis,235.08666666666667,83921.0,11391,13975.946,tx,122
2011_tx_travis,216.64,88315.0,879,189874.86,tx,140
